,id,member_id,loan_amnt,funded_amnt,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,collections_12_mths_ex_med,mths_since_last_major_derog,application_type,acc_now_delinq,tot_coll_amt,tot_cur_bal,loan_is_bad
33815,1434251,1685796,30750,30750,865.98,F,F1,motorola,10.0,MORTGAGE,110000.0,debt_consolidation,Paying Off and starting Fresh,605xx,IL,12.15,4,Oct-00,2,6.0,,14,0,4910,28.90%,27,f,0,,INDIVIDUAL,0,,,True
47103,1227269,1467857,4100,4100,139.48,B,B5,"Computer Technology Solutions, Inc.",1.0,MORTGAGE,92000.0,other,Taxes and other personal expenses,352xx,AL,7.52,1,May-00,1,9.0,,9,0,18903,71.60%,29,f,0,,INDIVIDUAL,0,,,True
18585,1866420,2168730,8325,8325,319.97,E,E5,U.S. Bank,9.0,MORTGAGE,44900.0,debt_consolidation,Taxes & Consolidation,549xx,WI,32.74,0,Nov-00,0,68.0,,27,0,16501,65.20%,57,f,0,68.0,INDIVIDUAL,0,150.0,107355.0,True
45077,1350378,1594780,8500,8500,308.37,D,D3,American Express,4.0,RENT,38000.0,debt_consolidation,Debt Reduction Plan,850xx,AZ,12.56,0,Sep-99,1,,,9,0,12758,90.50%,13,f,0,,INDIVIDUAL,0,,,True
11122,2383534,2846329,21000,21000,458.06,B,B2,Bill McBride Chevrolet and Subaru,9.0,MORTGAGE,85000.0,debt_consolidation,Debt consolidation,129xx,NY,16.18,1,03-Oct,1,19.0,,8,0,22298,57.60%,23,f,0,,INDIVIDUAL,0,0.0,270357.0,True
1183,3239065,3981787,35000,35000,884.4,D,D1,GALENA PROPERTIES INC,10.0,MORTGAGE,115000.0,debt_consolidation,DEBT CONSOLIDATION,463xx,IN,30.57,0,Aug-88,1,,,12,0,98021,78.10%,27,f,0,,INDIVIDUAL,0,0.0,371681.0,True
3165,3194718,3927435,12000,12000,423.61,C,C4,Somerset Hospital Home Health,1.0,MORTGAGE,45000.0,debt_consolidation,Consolidation,155xx,PA,19.76,0,Mar-95,2,,92.0,10,1,10397,70.70%,20,f,0,,INDIVIDUAL,0,0.0,27748.0,True
5866,3095105,3767322,25000,25000,631.72,D,D1,Lower Cape Ambulance,9.0,MORTGAGE,65000.0,home_improvement,Home improvement,026xx,MA,3.3,0,Jun-95,1,24.0,,8,0,6219,53.20%,19,f,0,24.0,INDIVIDUAL,0,0.0,358802.0,True
25276,1587354,1856893,16000,16000,399.97,C,C5,USGovernment,10.0,MORTGAGE,67300.0,debt_consolidation,Debt Consolidatio,782xx,TX,27.82,0,Jun-59,2,,,15,0,22444,77.90%,30,f,0,,INDIVIDUAL,0,0.0,141190.0,True
27504,1563856,1831084,33950,33950,937.28,E,E4,UPS,7.0,OWN,85000.0,credit_card,Credit Card Payoff,606xx,IL,6.03,0,Dec-98,0,,,8,0,21678,58.90%,22,f,0,,INDIVIDUAL,0,0.0,346107.0,True
39967,1418850,1669361,19100,19100,653.63,B,B5,maxway,10.0,MORTGAGE,80000.0,debt_consolidation,Business loan,291xx,SC,8.06,0,Mar-90,0,,,14,0,21164,79.90%,31,f,0,,INDIVIDUAL,0,,,True
40569,1407426,1656823,8000,8000,292.24,D,D3,Marriott International,2.0,RENT,40000.0,debt_consolidation,My first loan,331xx,FL,8.85,0,08-May,1,,,9,0,8336,52.80%,15,f,0,,INDIVIDUAL,0,,,True
33709,1485278,1744243,25000,25000,658.46,D,D5,Bank of the West,10.0,MORTGAGE,74000.0,debt_consolidation,Consolidation,891xx,NV,27.81,0,Mar-89,0,,,17,0,44102,74.50%,38,f,0,,INDIVIDUAL,0,0.0,231557.0,True
28252,1554870,1821326,17500,17500,454.45,D,D4,Dept of Veterans Affairs,2.0,MORTGAGE,45000.0,debt_consolidation,Debt consolidation,554xx,MN,30.16,1,Feb-95,0,8.0,,11,0,14796,49.20%,26,f,0,,INDIVIDUAL,0,0.0,173207.0,True
45900,1340228,1584586,35000,35000,989.29,F,F3,Cary Cardiology,7.0,RENT,118000.0,debt_consolidation,debtcosolidation,277xx,NC,21.71,4,Dec-93,0,15.0,,12,0,27060,79.80%,39,f,0,,INDIVIDUAL,0,,,True
2022,3235343,3977559,18400,18400,649.53,C,C4,ups ground frieght,8.0,RENT,60000.0,debt_consolidation,Debt consolidation,992xx,WA,15.84,0,Jun-00,2,,,10,0,8036,69.30%,29,f,0,,INDIVIDUAL,0,0.0,20676.0,True
35279,1466675,1722775,20000,20000,674.94,B,B4,US Army,10.0,MORTGAGE,84608.0,debt_consolidation,Bill consolidation,809xx,CO,17.74,1,Apr-94,0,16.0,,10,0,36309,97.90%,28,f,0,,INDIVIDUAL,0,,,True
39020,1432540,1683820,35000,35000,1318.63,E,E2,Calhoun Community College,10.0,MORTGAGE,115926.0,debt_consolidation,Debt consolidation,358xx,AL,29.38,0,Nov-99,2,58.0,,14,0,5691,88.90%,34,f,0,,INDIVIDUAL,0,,,True
32327,1498681,1759570,20500,20500,577.32,F,F1,PCMS Inc.,5.0,MORTGAGE,55000.0,debt_consolidation,consolidate,363xx,AL,26.14,0,Dec-00,1,66.0,,15,0,15234,65.20%,27,f,0,,INDIVIDUAL,0,0.0,204396.0,True
9516,2754608,3336763,21000,21000,639.15,A,A1,Target,9.0,MORTGAGE,124000.0,credit_card,Debt Free 2014,601xx,IL,10.88,0,Jun-97,0,34.0,,14,0,21719,44.70%,34,f,0,34.0,INDIVIDUAL,0,0.0,337894.0,True
35892,1459803,1714843,21000,21000,538.88,D,D2,DHL GLOBAL FORWARDING ,10.0,MORTGAGE,54500.0,credit_card,BILL AND DEBT CONSOLIDATION ,291xx,SC,18.39,0,01-May,1,,,17,0,14711,39.90%,25,f,0,,INDIVIDUAL,0,,,True
25919,1583469,1852657,10000,10000,348.18,C,C2,UAMS,10.0,MORTGAGE,41000.0,debt_consolidation,Debt consolidation,722xx,AR,34.92,1,Jun-96,1,12.0,,12,0,11441,76.30%,28,w,0,12.0,INDIVIDUAL,0,0.0,131346.0,True
3341,2544601,3046752,21100,21100,722.08,B,B5,Servco,6.0,RENT,60000.0,credit_card,Lower Rate,968xx,HI,22.76,0,May-93,0,70.0,,10,0,27482,79.20%,15,w,0,,INDIVIDUAL,0,0.0,45615.0,True
27135,1569444,1836823,23275,23275,847.18,D,D2,FLSmidth Airtech Division,8.0,RENT,74000.0,debt_consolidation,Debt Loan,195xx,PA,16.98,0,Jan-97,0,76.0,,6,0,11197,87.50%,20,f,0,,INDIVIDUAL,0,0.0,35338.0,True
24056,1603305,1874283,13200,13200,439.19,B,B3,Law Offices of Ira Nevel,7.0,RENT,55000.0,wedding,Wedding Loan,606xx,IL,22.12,0,Aug-93,1,68.0,,18,0,7978,28.40%,36,f,0,82.0,INDIVIDUAL,0,0.0,42112.0,True
12718,2365749,2827984,10000,10000,343.39,C,C1,New York City Transit ,10.0,RENT,58000.0,debt_consolidation,Debt consolidation,112xx,NY,28.44,2,01-Jun,0,20.0,,17,0,4820,58.80%,37,f,0,21.0,INDIVIDUAL,0,0.0,82511.0,True
36226,1459911,1715178,10000,10000,357.88,C,C5,Davita South Valley Dialysis,10.0,RENT,45000.0,other,Jumpstart,913xx,CA,31.04,0,03-Jun,2,29.0,,12,0,3771,41%,22,f,0,,INDIVIDUAL,0,,,True
44798,1355298,1599662,3600,3600,119.78,B,B3,DoD,10.0,RENT,98000.0,other,Move,325xx,FL,9.02,0,01-Aug,0,34.0,,5,0,2034,63.60%,23,f,0,,INDIVIDUAL,0,,,True
45833,1337300,1582254,13000,13000,469.92,D,D2,Ernst & Young LLP,1.0,RENT,56000.0,credit_card,College Loan Payoff ,761xx,TX,16.77,0,04-Jul,3,,,14,0,16567,70.20%,20,f,0,,INDIVIDUAL,0,,,True
20251,1681474,1964077,18550,18550,481.71,D,D4,Los Angeles County Superior Court,8.0,RENT,46800.0,small_business,business,910xx,CA,28.08,0,04-Feb,0,,,10,0,4319,69.70%,19,f,0,,INDIVIDUAL,0,0.0,40216.0,True
6106,3074629,3716781,18000,18000,644.18,C,C5,OAK FOREST HEALTH CENTER,10.0,MORTGAGE,69000.0,home_improvement,creditcardpayoff13,604xx,IL,19.97,0,Apr-97,1,,,8,0,7238,89.40%,29,f,0,,INDIVIDUAL,0,0.0,132208.0,True
42169,1384906,1630257,15475,15475,345.18,B,B3,Full Sail University,9.0,MORTGAGE,68000.0,debt_consolidation,Debt Consolidation,328xx,FL,23.59,0,Nov-92,0,,,21,0,18066,75.30%,42,f,0,,INDIVIDUAL,0,,,True
38536,1433220,1684736,7200,7200,232.87,B,B1,University of Detroit Mercy,7.0,MORTGAGE,36000.0,debt_consolidation,Debt Consolidation,480xx,MI,26.23,0,Jul-97,2,,,8,0,7018,34.20%,24,f,0,,INDIVIDUAL,0,,,True
16600,2144778,2506929,24575,24575,638.17,D,D4,Springwell,1.0,NONE,56500.0,debt_consolidation,Bill payment ,018xx,MA,20.52,0,Mar-88,0,34.0,,11,0,26601,79.90%,22,w,0,34.0,INDIVIDUAL,0,0.0,29130.0,True
48002,1306478,1551916,14675,14675,506.21,C,C2,"Allied Doors North Florida, Inc.",2.0,MORTGAGE,67600.0,small_business,Business Loan,323xx,FL,20.41,1,04-Dec,3,18.0,,8,0,5632,58.10%,15,f,0,,INDIVIDUAL,0,,,True
18401,1695868,1988706,18200,18200,469.62,D,D3,1st express,9.0,MORTGAGE,52000.0,credit_card,consolidation loan,436xx,OH,30.75,0,Jun-96,2,,,15,0,33427,49.20%,42,f,0,,INDIVIDUAL,0,0.0,154832.0,True
22880,1622103,1894103,13150,13150,457.85,C,C2,Southwest Autism and Behavioral Solution,3.0,MORTGAGE,65000.0,debt_consolidation,debt consolidation,890xx,NV,29.28,0,06-Apr,1,,,16,0,15051,81.40%,18,f,0,,INDIVIDUAL,0,0.0,218033.0,True
3183,3097258,3769738,5075,5075,179.15,C,C4,wyndham,5.0,RENT,58000.0,debt_consolidation,Move,920xx,CA,25.22,0,03-Mar,2,71.0,,21,0,23203,48.40%,31,w,0,,INDIVIDUAL,0,0.0,51510.0,True
44164,1363266,1607264,19375,19375,447.52,B,B5,Fed ex,1.0,MORTGAGE,40000.0,debt_consolidation,Consolidation loan,238xx,VA,18.54,0,05-May,2,,,6,0,7512,36.50%,13,f,0,,INDIVIDUAL,0,,,True
42840,1368455,1612689,12800,12800,467.59,D,D3,BE Aerospace,2.0,MORTGAGE,67000.0,debt_consolidation,Debt Consolidation,330xx,FL,30.04,0,Feb-00,0,,,25,0,21472,81.60%,33,f,0,,INDIVIDUAL,0,,,True
20219,1693541,1976290,10000,10000,342.22,B,B5,Marriott International,1.0,RENT,35000.0,debt_consolidation,credit cards gone,900xx,CA,10.59,0,05-Jun,3,,,9,0,10390,40.60%,12,f,0,,INDIVIDUAL,0,0.0,13531.0,True
48481,1261738,1505158,22000,22000,558.54,D,D2,Dex One Corporation,10.0,RENT,45000.0,debt_consolidation,Tired Of the Credit Card Treadmill,800xx,CO,17.28,0,Aug-99,0,,,8,0,22832,66.60%,21,f,0,,INDIVIDUAL,0,,,True
18156,1954609,2286769,11325,11325,354.37,A,A4,,,OWN,36000.0,other,peace,117xx,NY,28.99,1,Dec-70,0,10.0,,11,0,10382,13.90%,33,f,0,41.0,INDIVIDUAL,0,0.0,38648.0,True
37835,1443271,1695626,12075,12075,396.13,B,B2,Yoga Journal Magazine,1.0,RENT,75000.0,debt_consolidation,Pay off Credit Cards,949xx,CA,19.68,0,Feb-99,1,,,12,0,24838,36.50%,35,f,0,,INDIVIDUAL,0,,,True
33633,1490976,1750391,16000,16000,547.55,B,B5,Walgreens,10.0,MORTGAGE,85000.0,other,Grasshopper,430xx,OH,22.83,0,01-Jan,2,,,16,0,49861,67.10%,38,f,0,,INDIVIDUAL,0,0.0,245305.0,True
40454,1413293,1663247,12000,12000,436.79,D,D2,mbta,7.0,OWN,98000.0,debt_consolidation,bill pay,023xx,MA,9.31,0,03-Jan,1,61.0,,12,0,20391,57%,26,f,0,,INDIVIDUAL,0,,,True
22530,1623177,1895203,5375,5375,176.33,B,B2,subway,4.0,MORTGAGE,18000.0,debt_consolidation,Debt consolidation,485xx,MI,10.4,0,01-Aug,0,,,9,0,8502,35.40%,15,f,0,,INDIVIDUAL,0,0.0,44923.0,True
48719,1278909,1521966,20000,20000,680.36,B,B5,MOESC,8.0,RENT,42000.0,debt_consolidation,Debt Consolidation,087xx,NJ,19.66,0,Feb-94,0,,,12,0,26237,64.30%,25,f,0,,INDIVIDUAL,0,,,True
22524,1625328,1897520,16000,16000,432.86,E,E2,,10.0,MORTGAGE,122000.0,other,Other,958xx,CA,7.74,0,Apr-81,1,,,12,0,61748,82.60%,22,w,0,,INDIVIDUAL,0,0.0,545214.0,True
48230,1302439,1547261,30000,30000,828.06,E,E5,CHS Mercy Hospital,4.0,MORTGAGE,72000.0,debt_consolidation,Consolidation Loan,142xx,NY,22.28,0,May-86,1,46.0,,15,0,21400,89.70%,44,f,0,,INDIVIDUAL,0,,,True
34662,1477658,1735493,15875,15875,545.12,C,C1,pumps and sevices,5.0,MORTGAGE,63000.0,debt_consolidation,payoff,874xx,NM,28.34,0,Oct-00,2,,,5,0,19620,78.80%,21,f,0,,INDIVIDUAL,0,0.0,177854.0,True
1663,3198283,3931227,18000,18000,481.82,E,E1,Charlex,2.0,RENT,190000.0,debt_consolidation,CC clear,068xx,CT,11.28,0,02-Oct,2,,,11,0,11287,80.60%,13,f,0,,INDIVIDUAL,0,0.0,32548.0,True
30520,1529494,1793526,18000,18000,474.09,D,D5,ultra polishing,8.0,RENT,60000.0,debt_consolidation,"dept consolidate, credit cards, loan.",601xx,IL,16.72,0,Oct-95,2,59.0,,9,0,8093,75.60%,39,f,0,59.0,INDIVIDUAL,0,0.0,37004.0,True
23444,1612345,1884205,7200,7200,259.47,D,D1,US Circuit,10.0,RENT,42000.0,credit_card,Consolidation,920xx,CA,17.14,0,07-Jan,1,,114.0,6,1,3448,73.40%,6,f,0,,INDIVIDUAL,0,0.0,29723.0,True
8632,2838243,3420836,14825,14825,500.3,B,B4,Rs Precision Inc.,10.0,OWN,55000.0,house,Personal home loan,928xx,CA,5.06,0,04-Nov,0,,87.0,6,1,7220,70.10%,19,f,0,,INDIVIDUAL,0,0.0,7220.0,True
41191,1391005,1637850,17250,17250,461.74,E,E1,"The Heat Express, Inc",7.0,MORTGAGE,48100.0,debt_consolidation,Debt Consolidation,330xx,FL,27.34,0,03-Feb,2,,,9,0,20433,89.20%,16,f,0,,INDIVIDUAL,0,,,True
26506,1576528,1845386,15000,15000,499.08,B,B3,Cardinal International,6.0,RENT,61000.0,debt_consolidation,Debt Consolidation,078xx,NJ,18.47,0,05-Jan,0,,,14,0,6647,56.30%,26,w,0,,INDIVIDUAL,0,0.0,35874.0,True
27886,1559465,1826106,6250,6250,207.95,B,B3,Woman's Hospital,5.0,OWN,22000.0,debt_consolidation,Debt,707xx,LA,27.0,0,04-Apr,3,,,11,0,6891,44.20%,32,f,0,,INDIVIDUAL,0,0.0,17229.0,True
10054,2604999,3127178,20675,20675,500.59,C,C3,,,MORTGAGE,78000.0,debt_consolidation,credit card consolidation,103xx,NY,21.75,0,Jul-82,0,,,10,0,46135,50.60%,33,f,0,,INDIVIDUAL,0,0.0,426185.0,True
28802,1549034,1814896,28625,28625,835.16,G,G1,Action Computer & Toner Supply Inc.,5.0,MORTGAGE,72500.0,debt_consolidation,Consolidate,951xx,CA,27.84,0,Jan-98,2,,,17,0,20852,59.10%,35,f,0,,INDIVIDUAL,0,0.0,138328.0,True
47905,1308077,1553164,16750,16750,436.54,D,D5,Sunny Point Fire Dept,7.0,MORTGAGE,70000.0,debt_consolidation,My pay off,284xx,NC,20.52,0,01-Jun,0,,,13,0,18004,52.50%,25,f,0,,INDIVIDUAL,0,,,True
5957,3094711,3766882,29700,29700,742.45,C,C5,Weill Cornell Medical College,1.0,MORTGAGE,67000.0,debt_consolidation,debt consolidation,107xx,NY,13.43,0,Jan-99,0,26.0,,14,0,11175,75.50%,24,f,0,,INDIVIDUAL,0,0.0,140817.0,True
45317,1347234,1591787,19125,19125,485.55,D,D2,walmart distribution,5.0,MORTGAGE,40000.0,debt_consolidation,debt consolidation,310xx,GA,26.91,0,Oct-98,1,,,20,0,36292,54.70%,36,f,0,,INDIVIDUAL,0,,,True
27664,1562079,1829307,3625,3625,120.61,B,B3,pizza hut,1.0,OWN,20000.0,debt_consolidation,bills,880xx,NM,21.6,0,Jan-95,0,,,12,0,12093,65%,14,f,0,,INDIVIDUAL,0,0.0,12093.0,True
10306,2175480,2548386,9750,9750,339.47,C,C2,hilton hotel,8.0,RENT,30000.0,debt_consolidation,consolidating debt,021xx,MA,29.36,1,Feb-87,1,16.0,,10,0,11942,29.60%,17,w,0,16.0,INDIVIDUAL,0,0.0,11942.0,True
43328,1364753,1608842,4500,4500,142.89,A,A5,UNIVERSITY OF WEST FLORIDA,2.0,RENT,20000.0,debt_consolidation,Debt consolidation,325xx,FL,22.85,0,08-Mar,2,,,6,0,2829,24.40%,8,f,0,,INDIVIDUAL,0,,,True
22352,1616403,1888204,8875,8875,299.51,B,B4,Showers of Flowers,2.0,RENT,26000.0,credit_card,collegekid101,301xx,GA,21.46,0,07-Aug,1,,,9,0,9759,57.40%,9,f,0,,INDIVIDUAL,0,0.0,27945.0,True
11974,2369376,2831948,18475,18475,683.97,D,D5,,10.0,MORTGAGE,105400.0,small_business,Business,812xx,CO,15.08,0,Mar-76,4,26.0,,11,0,44974,80.30%,17,f,0,,INDIVIDUAL,0,0.0,44974.0,True
27337,1565762,1833065,7000,7000,229.64,B,B2,City National Bank,5.0,RENT,64000.0,debt_consolidation,One More Try,900xx,CA,19.07,0,Sep-00,0,,,6,0,8369,88.10%,18,f,0,,INDIVIDUAL,0,0.0,46789.0,True
7840,2906936,3539375,3000,3000,114.55,E,E4,E GORIN AND E HANABERGH,6.0,RENT,40000.0,other,DEBT CONSOLIDATION,330xx,FL,22.44,1,03-Mar,2,23.0,,17,0,6909,96%,40,f,0,42.0,INDIVIDUAL,0,0.0,78560.0,True
44662,1357150,1601330,18400,18400,472.77,D,D4,Zachry Industrial Incorporation,10.0,RENT,55000.0,house,Fresh Start,755xx,TX,14.51,0,Oct-00,1,,,11,0,12322,32.80%,27,f,0,,INDIVIDUAL,0,,,True
1405,3024579,3646730,6000,6000,206.03,C,C1,,,RENT,34760.0,credit_card,invent,958xx,CA,20.58,0,Feb-94,0,,41.0,6,1,5369,29.30%,47,w,0,,INDIVIDUAL,0,0.0,16358.0,True
27719,1553017,1819204,20000,20000,526.77,D,D5,LifeWatch,2.0,RENT,100000.0,debt_consolidation,Debt Consolidation- ,921xx,CA,5.58,1,Aug-99,0,19.0,,12,0,3971,46.60%,23,f,0,19.0,INDIVIDUAL,0,0.0,12661.0,True
17396,2077368,2429702,15850,15850,503.29,A,A5,GD Barri and Associates,1.0,MORTGAGE,150000.0,small_business,Business Investment,322xx,FL,16.91,0,Mar-99,1,,,11,0,2647,3.60%,24,f,0,,INDIVIDUAL,0,0.0,167143.0,True
29026,1545850,1811865,7475,7475,269.38,D,D1,Advance Auto Parts,10.0,OWN,31000.0,debt_consolidation,Pay Stuff,411xx,KY,18.39,0,03-Apr,0,38.0,,5,0,5907,74.80%,13,f,0,81.0,INDIVIDUAL,0,0.0,17428.0,True
1078,3216490,3958842,10000,10000,363.99,D,D2,,,OWN,32000.0,credit_card,financial freedom,061xx,CT,7.8,0,Jun-85,1,74.0,,6,0,9770,89.60%,16,f,0,,INDIVIDUAL,0,0.0,9770.0,True
17389,2075864,2428103,8000,8000,210.71,D,D5,Areva NP,5.0,MORTGAGE,77480.0,home_improvement,Home Improvement,993xx,WA,17.49,0,02-Jan,2,,103.0,13,1,11453,66.20%,22,f,0,,INDIVIDUAL,0,0.0,270338.0,True
43088,1382055,1627024,10575,10575,384.92,D,D2,M.D. Anderson Cancer Center,10.0,MORTGAGE,47000.0,small_business,Start up Business,775xx,TX,18.28,0,03-Jul,1,41.0,,7,0,4593,47.80%,13,f,0,,INDIVIDUAL,0,,,True
47122,1321790,1566743,10750,10750,345.67,B,B1,,,OWN,21996.12,home_improvement,Home Improvemant Loan,713xx,LA,5.18,0,Jan-87,1,70.0,,7,0,1062,9.70%,23,f,0,,INDIVIDUAL,0,,,True
48200,1276053,1519542,27050,27050,766.6,F,F4,Chesapeake Pharmaceutical Packaging,10.0,MORTGAGE,55000.0,debt_consolidation,2012Consolidation,272xx,NC,21.29,0,Dec-93,1,57.0,,6,0,27033,76.40%,19,f,0,,INDIVIDUAL,0,,,True
44805,1355268,1599628,6000,6000,216.89,D,D2,,2.0,RENT,85000.0,debt_consolidation,debt consolidation,070xx,NJ,3.73,0,01-Sep,1,,,3,0,8876,95.40%,12,f,0,,INDIVIDUAL,0,,,True
2395,3198008,3930935,21000,21000,513.93,C,C4,sparrows,10.0,MORTGAGE,105000.0,debt_consolidation,Debt consolidation,773xx,TX,25.85,0,Jul-97,2,,,14,0,23206,60.60%,22,f,0,,INDIVIDUAL,0,0.0,305394.0,True
12945,2374925,2837099,20000,20000,567.04,F,F2,,10.0,RENT,60000.0,debt_consolidation,Consolidate,325xx,FL,16.78,0,04-May,1,,,7,0,9908,62.70%,7,f,0,,INDIVIDUAL,0,0.0,24732.0,True
47581,1313571,1558850,10000,10000,367.68,D,D5,,7.0,MORTGAGE,165000.0,small_business,CAPITAL,276xx,NC,2.74,0,01-Apr,3,35.0,,13,0,6505,95.70%,29,f,0,,INDIVIDUAL,0,,,True
4951,3145238,3857442,12000,12000,404.97,B,B4,Fairview Chisago Lakes,10.0,MORTGAGE,35000.0,debt_consolidation,My Personal Loan,548xx,WI,15.39,1,Apr-92,0,19.0,,11,0,12378,37.50%,27,f,0,,INDIVIDUAL,0,0.0,93901.0,True
33142,1496080,1756248,28625,28625,782.32,E,E3,,8.0,MORTGAGE,72800.0,small_business,Business,300xx,GA,6.4,1,Oct-00,2,21.0,,17,0,6439,24.60%,33,f,0,21.0,INDIVIDUAL,0,0.0,244055.0,True
9812,2635379,3177593,20000,20000,608.72,A,A1,MORGAN STANLEY,5.0,RENT,86000.0,debt_consolidation,Debt consolidation,112xx,NY,28.9,0,Jul-91,0,,,11,0,20691,30.40%,21,f,0,,INDIVIDUAL,0,0.0,49111.0,True
6709,3007446,3639913,19425,19425,485.59,C,C5,"DVA Renal Healthcare, Inc ",8.0,MORTGAGE,78000.0,debt_consolidation,First Step,189xx,PA,17.02,0,Dec-99,1,,,9,0,31761,84.50%,26,f,0,,INDIVIDUAL,0,0.0,416885.0,True
5279,3107880,3780421,28000,28000,944.92,B,B4,Meridian Health,2.0,OWN,120000.0,credit_card,Credit card refinancing,077xx,NJ,24.28,0,Nov-96,0,,,13,0,33495,73%,36,f,0,,INDIVIDUAL,0,0.0,109389.0,True
5318,3097716,3770237,6800,6800,233.5,C,C1,,,RENT,30000.0,debt_consolidation,Debt free,146xx,NY,20.32,0,Sep-63,0,,,11,0,12830,37.80%,22,f,0,,INDIVIDUAL,0,0.0,15363.0,True
32094,1509876,1771654,24000,24000,581.09,C,C3,FMC TECHNOLOGIES,1.0,MORTGAGE,80000.0,other,family emergency,774xx,TX,16.96,0,06-Feb,3,,,14,0,10644,33.10%,28,f,0,,INDIVIDUAL,0,0.0,258538.0,True
8236,2894868,3527063,14825,14825,516.17,C,C2,Jeffrey D. Crabtree DDS,4.0,OWN,40000.0,debt_consolidation,Debt Consolidation,341xx,FL,22.56,0,Oct-88,2,,86.0,12,1,13081,48.40%,29,f,0,,INDIVIDUAL,0,0.0,34831.0,True
24632,1597767,1868323,17700,17700,473.79,E,E1,US Postal Service,10.0,RENT,57914.0,debt_consolidation,Debt consolidation,924xx,CA,23.52,0,Dec-99,3,,,10,0,18884,80%,43,f,0,,INDIVIDUAL,0,0.0,44696.0,True
49145,1284477,1528232,15000,15000,401.6,E,E2,Allied Employer Group,10.0,MORTGAGE,52000.0,credit_card,Reducing Interest Rates,796xx,TX,23.35,0,Apr-00,2,,,17,0,12598,43.60%,29,f,0,,INDIVIDUAL,0,,,True
19555,1735025,2037197,20500,20500,751.97,D,D4,Lorenzo ISD,10.0,RENT,46000.0,debt_consolidation,Debt Loan,793xx,TX,29.97,1,Aug-91,0,16.0,,13,0,11176,78.70%,29,f,0,,INDIVIDUAL,0,0.0,21111.0,True
499,3255269,4027503,35000,35000,1295.74,D,D5,USMC,10.0,RENT,133000.0,debt_consolidation,Debt Consolidation,967xx,HI,18.38,1,Nov-93,0,14.0,,12,0,22008,95.70%,34,f,0,14.0,INDIVIDUAL,0,0.0,45150.0,True
48911,1292020,1536974,6000,6000,195.7,B,B2,Army Fleet Support LLC,7.0,RENT,75000.0,debt_consolidation,Debt Clean-up Completion,363xx,AL,16.86,0,May-97,0,,,9,0,29854,85.80%,30,f,0,,INDIVIDUAL,0,,,True
1103,3239207,3981945,10000,10000,353.01,C,C4,sprouts farmers market,2.0,RENT,29000.0,credit_card,back on track ,906xx,CA,33.85,1,May-00,0,22.0,,10,0,6367,29.80%,12,f,0,,INDIVIDUAL,0,0.0,22166.0,True
31773,1514620,1776600,7750,7750,265.22,B,B5,nypd,2.0,RENT,41000.0,debt_consolidation,Debt consolidation,113xx,NY,10.3,0,08-Jan,0,,,5,0,1910,91%,9,f,0,,INDIVIDUAL,0,0.0,29032.0,True
785,2594696,3116861,10000,10000,360.38,D,D1,Alhambra Unified School District,10.0,RENT,49200.0,debt_consolidation,Debt Consolidation,917xx,CA,27.48,2,Oct-69,0,20.0,,8,0,4118,84%,14,f,0,20.0,INDIVIDUAL,0,0.0,28170.0,True
6352,3056093,3728543,19125,19125,533.34,E,E5,Luzerne County 911,2.0,RENT,43000.0,debt_consolidation,Lending Club,186xx,PA,20.32,0,08-Jun,3,,,17,0,8359,19.80%,30,f,0,,INDIVIDUAL,0,0.0,34535.0,True
15913,2224660,2636816,25475,25475,681.9,E,E1,North Colorado Medical Center,6.0,MORTGAGE,79000.0,debt_consolidation,pay my debt off,806xx,CO,24.12,1,Sep-90,0,19.0,,12,0,39492,84.90%,22,f,0,,INDIVIDUAL,0,0.0,310812.0,True
33029,1456675,1711165,20375,20375,562.51,E,E4,grace pacific corporation,9.0,MORTGAGE,85000.0,wedding,wedding loan,967xx,HI,17.65,0,05-Jan,2,79.0,,8,0,4703,73.50%,22,f,0,,INDIVIDUAL,0,,,True
14347,2306229,2738491,11300,11300,407.22,D,D1,Arizona State Department of corrections,7.0,RENT,43000.0,debt_consolidation,Debt consolidation,851xx,AZ,22.1,0,05-Nov,1,29.0,,11,0,8703,66.90%,19,f,0,29.0,INDIVIDUAL,0,0.0,24085.0,True
1763,2754697,3336868,24000,24000,599.96,C,C5,City of Sunnyside,10.0,MORTGAGE,101600.0,debt_consolidation,Reduce interest on debt,989xx,WA,7.58,2,Mar-95,1,20.0,,11,0,12505,72.30%,21,f,0,,INDIVIDUAL,0,0.0,291026.0,True
17261,1734648,2036803,8000,8000,274.71,C,C1,Networkers International,1.0,RENT,75000.0,vacation,vacation,750xx,TX,4.48,0,02-Aug,0,61.0,,8,0,14607,55.80%,15,f,0,,INDIVIDUAL,0,0.0,14607.0,True
47116,1321600,1566555,22100,22100,790.9,D,D1,bountiful glass inc.,1.0,MORTGAGE,55000.0,debt_consolidation,consolidation loan,840xx,UT,15.93,0,Jan-96,0,,,7,0,9646,96.50%,11,f,0,,INDIVIDUAL,0,,,True
